Level 1 (map); unique palletes used: 14; unique colors used: 121
LEVEL PALETTES: 0,1,2,3,5,6,7,8,9,A,B,C,E,F
LEVEL COLORS: 000,035,040,046,050,060,064,086,090,0A7,0C9,0E0,110,111,146,257,340,345,368,430,431,433,435,440,450,455,456,479,533,540,544,554,556,560,566,567,58A,600,640,641,644,650,653,665,666,670,678,747,750,753,754,763,776,777,778,780,789,7EC,842,853,857,864,868,874,887,889,899,89C,900,940,974,975,985,986,990,998,A53,A64,A74,A75,A8A,A96,A97,AA0,AAA,ABC,AFD,B5A,B75,B87,BA7,C64,C75,C84,C85,C86,C95,CA8,CAC,CB8,CC0,CCA,D86,DA6,DB8,DE0,E70,E98,EA7,EC7,ED8,EEA,EEF,EF0,F85,FB9,FC4,FC8,FF9,FFA,FFF

Level 2 (map); unique palletes used: 14; unique colors used: 110
LEVEL PALETTES: 0,1,2,3,5,6,7,9,A,B,C,D,E,F
LEVEL COLORS: 000,035,040,046,050,060,064,086,090,0A7,0C9,0E0,110,111,146,257,340,345,368,430,431,433,440,450,455,456,479,533,540,544,554,556,560,566,567,58A,600,641,644,650,653,665,666,670,678,747,750,753,754,763,776,777,778,780,789,7EC,842,864,868,874,887,889,899,89C,900,940,974,975,985,986,990,998,A53,A74,A75,A8A,A96,A97,AA0,AAA,ABC,AFD,B87,BA7,C64,C84,C85,C86,C95,CA8,CAC,CB8,CC0,CCA,DA6,DB8,DE0,E70,EA7,EC7,ED8,EEA,EEF,EF0,F85,FC4,FC8,FF9,FFA,FFF

Level 3 (map); unique palletes used: 13; unique colors used: 109
LEVEL PALETTES: 1,2,3,5,6,7,8,9,A,C,D,E,F
LEVEL COLORS: 000,040,046,050,060,064,086,090,0A7,0C9,0E0,110,111,340,345,430,431,433,435,440,450,455,456,533,540,544,554,556,560,567,600,640,641,644,650,653,666,670,678,700,747,750,753,754,763,777,778,780,789,7EC,842,853,857,864,868,874,889,89C,900,940,974,975,985,986,990,998,A53,A64,A74,A8A,A96,A97,AA0,AAA,AFD,B5A,B75,B87,BA7,C64,C70,C75,C84,C85,C95,CA8,CAC,CB8,CC0,CCA,D86,D90,DA6,DB8,DD0,DE0,E70,E98,EC7,ED8,EEA,EEF,EF0,F85,FB9,FC4,FF9,FFA,FFF

Level 4 (map); unique palletes used: 14; unique colors used: 100
LEVEL PALETTES: 1,2,4,5,6,7,8,9,A,B,C,D,E,F
LEVEL COLORS: 000,035,040,046,050,064,086,0A7,0C9,110,111,146,257,340,345,430,431,433,435,440,450,456,520,533,540,560,566,567,640,641,650,665,666,670,678,700,730,750,753,763,776,780,789,7EC,842,853,857,864,874,887,899,89C,900,940,974,985,986,990,998,A53,A64,A74,A75,A96,A97,AA0,AAA,AFD,B50,B5A,B75,B87,BA7,C64,C70,C75,C84,C85,C86,CB8,CC0,CCA,D60,D86,D90,DA6,DB8,DD0,DE0,E70,E98,EA7,EC7,EEF,EF0,F80,FB9,FC8,FF9,FFA

Level 5 (map); unique palletes used: 16; unique colors used: 99
LEVEL PALETTES: 0,1,2,3,4,5,6,7,8,9,A,B,C,D,E,F
LEVEL COLORS: 000,035,040,046,110,111,340,345,430,433,435,440,450,455,456,520,533,540,544,554,556,560,566,567,600,640,641,644,650,665,666,670,678,730,747,750,753,754,763,776,778,789,842,853,864,868,874,887,889,899,89C,900,940,974,975,985,986,990,998,A53,A64,A74,A75,A8A,A96,A97,AAA,B50,B75,B87,BA7,C64,C75,C84,C85,C86,C95,CA8,CAC,CB8,CCA,D60,D86,DA6,DB8,DD0,E70,E98,EA7,EC7,EEA,EEF,F80,F85,FB9,FC4,FC8,FF9,FFA

Level 6 (map); unique palletes used: 12; unique colors used: 101
LEVEL PALETTES: 1,3,4,6,7,8,9,A,B,C,E,F
LEVEL COLORS: 000,035,040,046,050,060,064,086,090,0A7,0C9,0E0,110,111,146,257,340,345,430,433,435,440,456,520,540,554,560,566,567,640,641,644,650,665,666,678,700,730,747,750,753,754,763,776,777,789,7EC,842,853,864,868,874,887,89C,900,940,974,975,985,986,998,A53,A64,A74,A75,A8A,A96,A97,AAA,ABC,AFD,B50,B87,BA7,C64,C70,C75,C85,C86,C95,CA8,CAC,CB8,CCA,D60,D86,D90,DA6,DB8,DD0,E70,E98,EA7,EC7,ED8,F80,F85,FB9,FC8,FFA,FFF

Level 7 (map); unique palletes used: 14; unique colors used: 107
LEVEL PALETTES: 1,2,3,5,6,7,8,9,A,B,C,D,E,F
LEVEL COLORS: 000,035,046,060,090,0E0,110,111,146,257,340,345,368,430,431,433,435,450,455,456,479,533,540,544,556,560,566,567,58A,600,640,641,644,650,653,665,666,670,678,700,747,750,753,754,763,776,777,778,780,789,842,857,864,868,874,887,889,899,89C,900,940,974,975,985,986,990,998,A53,A74,A75,A8A,A96,A97,AAA,ABC,B5A,B75,B87,BA7,C64,C70,C84,C85,C86,C95,CA8,CAC,CB8,CC0,CCA,DA6,DB8,DD0,DE0,E70,EA7,EC7,ED8,EEA,EEF,EF0,F85,FC4,FC8,FF9,FFA,FFF

Level 8 (map); unique palletes used: 13; unique colors used: 98
LEVEL PALETTES: 1,4,5,6,7,8,9,A,B,C,D,E,F
LEVEL COLORS: 000,035,040,046,050,064,086,0A7,0C9,110,111,146,257,340,368,431,433,435,450,455,479,520,533,540,554,560,566,567,58A,600,640,641,650,665,666,670,678,700,730,750,753,754,763,776,780,789,7EC,842,853,857,864,874,887,899,89C,900,940,974,985,986,990,998,A53,A64,A74,A75,A96,A97,AA0,AAA,ABC,AFD,B50,B5A,B75,B87,BA7,C64,C75,C85,C86,CB8,CC0,CCA,D86,DA6,DB8,DE0,E70,E98,EA7,EC7,EF0,F85,FB9,FC8,FF9,FFA

TILES:
Row 1: 
  000    TILE 0x0210; PAL: F;     ; Colors: 4 - 111,431,533,641
  054    TILE 0x020A; PAL: F; (FL); Colors: 7 - 533,641,753,864,A74,C85,DA6
  055    TILE 0x02E0; PAL: F; (FL); Colors: 5 - 431,533,641,753,864
  056    TILE 0x024F; PAL: F; (FL); Colors: 5 - 110,111,431,533,641
  057    TILE 0x02FE; PAL: E; (FL); Colors: 6 - 000,035,146,257,368,479
  058    TILE 0x02FD; PAL: E; (FL); Colors: 7 - 000,035,146,257,368,479,58A
  059    TILE 0x02FD; PAL: E;     ; Colors: 7 - 000,035,146,257,368,479,58A
  060    TILE 0x02FE; PAL: E;     ; Colors: 6 - 000,035,146,257,368,479
  061    TILE 0x0076; PAL: B;     ; Colors: 6 - 000,455,566,776,986,A97
  062    TILE 0x02F7; PAL: E; (FL); Colors: 6 - 000,035,146,257,368,479
  063    TILE 0x02FE; PAL: E;     ; Colors: 6 - 000,035,146,257,368,479
  064    TILE 0x0210; PAL: F;     ; Colors: 4 - 111,431,533,641
  065    TILE 0x0211; PAL: F;     ; Colors: 5 - 431,533,641,753,864
  066    TILE 0x0212; PAL: F;     ; Colors: 5 - 641,753,864,A74,C85
  067    TILE 0x0213; PAL: F;     ; Colors: 6 - 641,753,864,A74,C85,DA6
  068    TILE 0x0228; PAL: F;     ; Colors: 6 - 753,864,A74,C85,DA6,EC7
  069    TILE 0x0213; PAL: F; (FL); Colors: 6 - 641,753,864,A74,C85,DA6
  070    TILE 0x0212; PAL: F; (FL); Colors: 5 - 641,753,864,A74,C85
  071    TILE 0x02E8; PAL: F; (FL); Colors: 5 - 431,533,641,753,864
  072    TILE 0x0257; PAL: F; (FL); Colors: 5 - 110,111,431,533,641
  073    TILE 0x02EE; PAL: E; (FL); Colors: 5 - 000,035,146,257,368
  074    TILE 0x02ED; PAL: E; (FL); Colors: 8 - 000,035,146,257,368,479,58A,ABC
  075    TILE 0x02ED; PAL: E;     ; Colors: 8 - 000,035,146,257,368,479,58A,ABC
  076    TILE 0x02EE; PAL: E;     ; Colors: 5 - 000,035,146,257,368
  077    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  078    TILE 0x02EE; PAL: E; (FL); Colors: 5 - 000,035,146,257,368
  079    TILE 0x02EE; PAL: E;     ; Colors: 5 - 000,035,146,257,368
  080    TILE 0x0218; PAL: F;     ; Colors: 4 - 111,431,533,641
  081    TILE 0x0219; PAL: F;     ; Colors: 5 - 431,533,641,753,864
  082    TILE 0x021A; PAL: F;     ; Colors: 5 - 641,753,864,A74,C85
  083    TILE 0x021B; PAL: F;     ; Colors: 7 - 641,753,864,A74,C85,DA6,EC7
  084    TILE 0x021C; PAL: F;     ; Colors: 5 - 753,864,A74,C85,DA6
  085    TILE 0x021B; PAL: F; (FL); Colors: 7 - 641,753,864,A74,C85,DA6,EC7
  086    TILE 0x021A; PAL: F; (FL); Colors: 5 - 641,753,864,A74,C85
  087    TILE 0x02BE; PAL: F; (FL); Colors: 5 - 431,533,641,753,864
  088    TILE 0x027A; PAL: F; (FL); Colors: 4 - 111,431,533,641
  089    TILE 0x02F6; PAL: E; (FL); Colors: 4 - 000,035,146,257
  090    TILE 0x02F5; PAL: E; (FL); Colors: 8 - 000,035,146,257,368,479,58A,ABC
  091    TILE 0x02F5; PAL: E;     ; Colors: 8 - 000,035,146,257,368,479,58A,ABC
  092    TILE 0x02F6; PAL: E;     ; Colors: 4 - 000,035,146,257
  093    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  094    TILE 0x02F6; PAL: E; (FL); Colors: 4 - 000,035,146,257
  095    TILE 0x02F6; PAL: E;     ; Colors: 4 - 000,035,146,257
  096    TILE 0x0208; PAL: F;     ; Colors: 4 - 111,431,533,641
  097    TILE 0x0209; PAL: F;     ; Colors: 5 - 431,533,641,753,864
  098    TILE 0x020A; PAL: F;     ; Colors: 7 - 533,641,753,864,A74,C85,DA6
  099    TILE 0x020B; PAL: F;     ; Colors: 6 - 641,753,864,A74,C85,DA6
  100    TILE 0x0220; PAL: F;     ; Colors: 7 - 641,753,864,A74,C85,DA6,EC7
  101    TILE 0x020B; PAL: F; (FL); Colors: 6 - 641,753,864,A74,C85,DA6
  102    TILE 0x020A; PAL: F; (FL); Colors: 7 - 533,641,753,864,A74,C85,DA6
  103    TILE 0x02E0; PAL: F; (FL); Colors: 5 - 431,533,641,753,864
  104    TILE 0x024F; PAL: F; (FL); Colors: 5 - 110,111,431,533,641
  105    TILE 0x02F7; PAL: E; (FL); Colors: 6 - 000,035,146,257,368,479
  106    TILE 0x02FD; PAL: E; (FL); Colors: 7 - 000,035,146,257,368,479,58A
  107    TILE 0x02FD; PAL: E;     ; Colors: 7 - 000,035,146,257,368,479,58A
  108    TILE 0x02FE; PAL: E;     ; Colors: 6 - 000,035,146,257,368,479
  109    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  110    TILE 0x02FE; PAL: E; (FL); Colors: 6 - 000,035,146,257,368,479
  111    TILE 0x02F7; PAL: E;     ; Colors: 6 - 000,035,146,257,368,479
  112    TILE 0x0210; PAL: F;     ; Colors: 4 - 111,431,533,641
  113    TILE 0x0211; PAL: F;     ; Colors: 5 - 431,533,641,753,864
  114    TILE 0x0212; PAL: F;     ; Colors: 5 - 641,753,864,A74,C85
  115    TILE 0x0213; PAL: F;     ; Colors: 6 - 641,753,864,A74,C85,DA6
  116    TILE 0x0228; PAL: F;     ; Colors: 6 - 753,864,A74,C85,DA6,EC7
  117    TILE 0x0213; PAL: F; (FL); Colors: 6 - 641,753,864,A74,C85,DA6
  118    TILE 0x0212; PAL: F; (FL); Colors: 5 - 641,753,864,A74,C85
  119    TILE 0x02E8; PAL: F; (FL); Colors: 5 - 431,533,641,753,864
  120    TILE 0x0257; PAL: F; (FL); Colors: 5 - 110,111,431,533,641
  121    TILE 0x02EE; PAL: E; (FL); Colors: 5 - 000,035,146,257,368
  122    TILE 0x02ED; PAL: E; (FL); Colors: 8 - 000,035,146,257,368,479,58A,ABC
  123    TILE 0x02ED; PAL: E;     ; Colors: 8 - 000,035,146,257,368,479,58A,ABC
  124    TILE 0x02EE; PAL: E;     ; Colors: 5 - 000,035,146,257,368
  125    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  126    TILE 0x02EE; PAL: E; (FL); Colors: 5 - 000,035,146,257,368
  127    TILE 0x02EE; PAL: E;     ; Colors: 5 - 000,035,146,257,368

Row 3: 
  000    TILE 0x0228; PAL: F;     ; Colors: 6 - 753,864,A74,C85,DA6,EC7
  001    TILE 0x0229; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  002    TILE 0x022A; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  003    TILE 0x022B; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  004    TILE 0x0228; PAL: F;     ; Colors: 6 - 753,864,A74,C85,DA6,EC7
  005    TILE 0x0229; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  006    TILE 0x022A; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  007    TILE 0x022B; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  008    TILE 0x022B; PAL: F; (FL); Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  009    TILE 0x022A; PAL: F; (FL); Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  010    TILE 0x0229; PAL: F; (FL); Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  011    TILE 0x0228; PAL: F; (FL); Colors: 6 - 753,864,A74,C85,DA6,EC7
  012    TILE 0x0223; PAL: F; (FL); Colors: 5 - 753,864,A74,C85,DA6
  013    TILE 0x0222; PAL: F; (FL); Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  014    TILE 0x0221; PAL: F; (FL); Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  015    TILE 0x0220; PAL: F; (FL); Colors: 7 - 641,753,864,A74,C85,DA6,EC7
  016    TILE 0x021C; PAL: F;     ; Colors: 5 - 753,864,A74,C85,DA6
  017    TILE 0x021D; PAL: F;     ; Colors: 5 - 641,753,864,A74,C85
  018    TILE 0x021E; PAL: F;     ; Colors: 7 - 641,753,864,A74,C85,DA6,EC7
  019    TILE 0x021F; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  020    TILE 0x021C; PAL: F;     ; Colors: 5 - 753,864,A74,C85,DA6
  021    TILE 0x021D; PAL: F;     ; Colors: 5 - 641,753,864,A74,C85
  022    TILE 0x021E; PAL: F;     ; Colors: 7 - 641,753,864,A74,C85,DA6,EC7
  023    TILE 0x021F; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  024    TILE 0x021F; PAL: F; (FL); Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  025    TILE 0x021E; PAL: F; (FL); Colors: 7 - 641,753,864,A74,C85,DA6,EC7
  026    TILE 0x021D; PAL: F; (FL); Colors: 5 - 641,753,864,A74,C85
  027    TILE 0x021C; PAL: F; (FL); Colors: 5 - 753,864,A74,C85,DA6
  028    TILE 0x022B; PAL: F; (FL); Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  029    TILE 0x022A; PAL: F; (FL); Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  030    TILE 0x0229; PAL: F; (FL); Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  031    TILE 0x0228; PAL: F; (FL); Colors: 6 - 753,864,A74,C85,DA6,EC7
  032    TILE 0x0220; PAL: F;     ; Colors: 7 - 641,753,864,A74,C85,DA6,EC7
  033    TILE 0x0221; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  034    TILE 0x0222; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  035    TILE 0x0223; PAL: F;     ; Colors: 5 - 753,864,A74,C85,DA6
  036    TILE 0x0220; PAL: F;     ; Colors: 7 - 641,753,864,A74,C85,DA6,EC7
  037    TILE 0x0221; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  038    TILE 0x0222; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  039    TILE 0x0223; PAL: F;     ; Colors: 5 - 753,864,A74,C85,DA6
  040    TILE 0x0223; PAL: F; (FL); Colors: 5 - 753,864,A74,C85,DA6
  041    TILE 0x0222; PAL: F; (FL); Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  042    TILE 0x0221; PAL: F; (FL); Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  043    TILE 0x0220; PAL: F; (FL); Colors: 7 - 641,753,864,A74,C85,DA6,EC7
  044    TILE 0x0233; PAL: F; (FL); Colors: 5 - 533,641,753,864,A74
  045    TILE 0x0232; PAL: F; (FL); Colors: 7 - 533,641,753,864,A74,C85,DA6
  046    TILE 0x0231; PAL: F; (FL); Colors: 6 - 533,641,753,864,A74,C85
  047    TILE 0x0230; PAL: F; (FL); Colors: 6 - 533,641,753,864,A74,C85
  048    TILE 0x0228; PAL: F;     ; Colors: 6 - 753,864,A74,C85,DA6,EC7
  049    TILE 0x0229; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  050    TILE 0x022A; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  051    TILE 0x022B; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  052    TILE 0x0230; PAL: F;     ; Colors: 6 - 533,641,753,864,A74,C85
  053    TILE 0x0229; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  054    TILE 0x022A; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  055    TILE 0x022B; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  056    TILE 0x022B; PAL: F; (FL); Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  057    TILE 0x022A; PAL: F; (FL); Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  058    TILE 0x0229; PAL: F; (FL); Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  059    TILE 0x0230; PAL: F; (FL); Colors: 6 - 533,641,753,864,A74,C85
  060    TILE 0x0235; PAL: F; (FL); Colors: 5 - 431,533,641,753,864
  061    TILE 0x023A; PAL: F; (FL); Colors: 5 - 431,533,641,753,864
  062    TILE 0x0239; PAL: F; (FL); Colors: 6 - 111,431,533,641,753,864
  063    TILE 0x0238; PAL: F; (FL); Colors: 5 - 111,431,533,641,753
  064    TILE 0x0230; PAL: F;     ; Colors: 6 - 533,641,753,864,A74,C85
  065    TILE 0x0231; PAL: F;     ; Colors: 6 - 533,641,753,864,A74,C85
  066    TILE 0x0232; PAL: F;     ; Colors: 7 - 533,641,753,864,A74,C85,DA6
  067    TILE 0x0233; PAL: F;     ; Colors: 5 - 533,641,753,864,A74
  068    TILE 0x0219; PAL: F;     ; Colors: 5 - 431,533,641,753,864
  069    TILE 0x021D; PAL: F;     ; Colors: 5 - 641,753,864,A74,C85
  070    TILE 0x021E; PAL: F;     ; Colors: 7 - 641,753,864,A74,C85,DA6,EC7
  071    TILE 0x021F; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  072    TILE 0x021F; PAL: F; (FL); Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  073    TILE 0x021E; PAL: F; (FL); Colors: 7 - 641,753,864,A74,C85,DA6,EC7
  074    TILE 0x021D; PAL: F; (FL); Colors: 5 - 641,753,864,A74,C85
  075    TILE 0x0211; PAL: F; (FL); Colors: 5 - 431,533,641,753,864
  076    TILE 0x0210; PAL: F; (FL); Colors: 4 - 111,431,533,641
  077    TILE 0x02E4; PAL: E; (FL); Colors: 5 - 000,035,146,257,368
  078    TILE 0x02E3; PAL: E; (FL); Colors: 8 - 000,035,146,257,368,479,58A,ABC
  079    TILE 0x02E3; PAL: E;     ; Colors: 8 - 000,035,146,257,368,479,58A,ABC
  080    TILE 0x0238; PAL: F;     ; Colors: 5 - 111,431,533,641,753
  081    TILE 0x0239; PAL: F;     ; Colors: 6 - 111,431,533,641,753,864
  082    TILE 0x023A; PAL: F;     ; Colors: 5 - 431,533,641,753,864
  083    TILE 0x023B; PAL: F;     ; Colors: 6 - 111,431,533,641,753,864
  084    TILE 0x0209; PAL: F;     ; Colors: 5 - 431,533,641,753,864
  085    TILE 0x020A; PAL: F;     ; Colors: 7 - 533,641,753,864,A74,C85,DA6
  086    TILE 0x0222; PAL: F;     ; Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  087    TILE 0x0223; PAL: F;     ; Colors: 5 - 753,864,A74,C85,DA6
  088    TILE 0x0223; PAL: F; (FL); Colors: 5 - 753,864,A74,C85,DA6
  089    TILE 0x0222; PAL: F; (FL); Colors: 7 - 753,864,A74,C85,DA6,EC7,FF9
  090    TILE 0x020A; PAL: F; (FL); Colors: 7 - 533,641,753,864,A74,C85,DA6
  091    TILE 0x0209; PAL: F; (FL); Colors: 5 - 431,533,641,753,864
  092    TILE 0x0234; PAL: F; (FL); Colors: 5 - 111,431,533,641,753
  093    TILE 0x02F6; PAL: E; (FL); Colors: 4 - 000,035,146,257
  094    TILE 0x02F5; PAL: E; (FL); Colors: 8 - 000,035,146,257,368,479,58A,ABC
  095    TILE 0x02F5; PAL: E;     ; Colors: 8 - 000,035,146,257,368,479,58A,ABC
  096    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  097    TILE 0x02E4; PAL: E; (FL); Colors: 5 - 000,035,146,257,368
  098    TILE 0x02E4; PAL: E;     ; Colors: 5 - 000,035,146,257,368
  099    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  100    TILE 0x0210; PAL: F;     ; Colors: 4 - 111,431,533,641
  101    TILE 0x0212; PAL: F;     ; Colors: 5 - 641,753,864,A74,C85
  102    TILE 0x021B; PAL: F;     ; Colors: 7 - 641,753,864,A74,C85,DA6,EC7
  103    TILE 0x021C; PAL: F;     ; Colors: 5 - 753,864,A74,C85,DA6
  104    TILE 0x021C; PAL: F; (FL); Colors: 5 - 753,864,A74,C85,DA6
  105    TILE 0x021B; PAL: F; (FL); Colors: 7 - 641,753,864,A74,C85,DA6,EC7
  106    TILE 0x0212; PAL: F; (FL); Colors: 5 - 641,753,864,A74,C85
  107    TILE 0x0210; PAL: F; (FL); Colors: 4 - 111,431,533,641
  108    TILE 0x023C; PAL: F; (FL); Colors: 3 - 111,431,533
  109    TILE 0x02FE; PAL: E; (FL); Colors: 6 - 000,035,146,257,368,479
  110    TILE 0x02FD; PAL: E; (FL); Colors: 7 - 000,035,146,257,368,479,58A
  111    TILE 0x02FD; PAL: E;     ; Colors: 7 - 000,035,146,257,368,479,58A
  112    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  113    TILE 0x02FE; PAL: E; (FL); Colors: 6 - 000,035,146,257,368,479
  114    TILE 0x02FE; PAL: E;     ; Colors: 6 - 000,035,146,257,368,479
  115    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  116    TILE 0x0208; PAL: F;     ; Colors: 4 - 111,431,533,641
  117    TILE 0x0209; PAL: F;     ; Colors: 5 - 431,533,641,753,864
  118    TILE 0x020A; PAL: F;     ; Colors: 7 - 533,641,753,864,A74,C85,DA6
  119    TILE 0x0220; PAL: F;     ; Colors: 7 - 641,753,864,A74,C85,DA6,EC7
  120    TILE 0x0220; PAL: F; (FL); Colors: 7 - 641,753,864,A74,C85,DA6,EC7
  121    TILE 0x020A; PAL: F; (FL); Colors: 7 - 533,641,753,864,A74,C85,DA6
  122    TILE 0x0209; PAL: F; (FL); Colors: 5 - 431,533,641,753,864
  123    TILE 0x0208; PAL: F; (FL); Colors: 4 - 111,431,533,641
  124    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  125    TILE 0x02EE; PAL: E; (FL); Colors: 5 - 000,035,146,257,368
  126    TILE 0x02ED; PAL: E; (FL); Colors: 8 - 000,035,146,257,368,479,58A,ABC
  127    TILE 0x02ED; PAL: E;     ; Colors: 8 - 000,035,146,257,368,479,58A,ABC

Row 4: 
  000    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  001    TILE 0x02EE; PAL: E; (FL); Colors: 5 - 000,035,146,257,368
  002    TILE 0x02EE; PAL: E;     ; Colors: 5 - 000,035,146,257,368
  003    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  004    TILE 0x0234; PAL: F;     ; Colors: 5 - 111,431,533,641,753
  005    TILE 0x022E; PAL: F;     ; Colors: 5 - 431,533,641,753,864
  006    TILE 0x022F; PAL: F;     ; Colors: 5 - 533,641,753,864,A74
  007    TILE 0x0228; PAL: F;     ; Colors: 6 - 753,864,A74,C85,DA6,EC7
  008    TILE 0x0228; PAL: F; (FL); Colors: 6 - 753,864,A74,C85,DA6,EC7
  009    TILE 0x022F; PAL: F; (FL); Colors: 5 - 533,641,753,864,A74
  010    TILE 0x022E; PAL: F; (FL); Colors: 5 - 431,533,641,753,864
  011    TILE 0x0234; PAL: F; (FL); Colors: 5 - 111,431,533,641,753
  012    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  013    TILE 0x02F6; PAL: E; (FL); Colors: 4 - 000,035,146,257
  014    TILE 0x02F5; PAL: E; (FL); Colors: 8 - 000,035,146,257,368,479,58A,ABC
  015    TILE 0x02F5; PAL: E;     ; Colors: 8 - 000,035,146,257,368,479,58A,ABC
  016    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  017    TILE 0x02F6; PAL: E; (FL); Colors: 4 - 000,035,146,257
  018    TILE 0x02F6; PAL: E;     ; Colors: 4 - 000,035,146,257
  019    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  020    TILE 0x023C; PAL: F;     ; Colors: 3 - 111,431,533
  021    TILE 0x0234; PAL: F;     ; Colors: 5 - 111,431,533,641,753
  022    TILE 0x0235; PAL: F;     ; Colors: 5 - 431,533,641,753,864
  023    TILE 0x0232; PAL: F;     ; Colors: 7 - 533,641,753,864,A74,C85,DA6
  024    TILE 0x0232; PAL: F; (FL); Colors: 7 - 533,641,753,864,A74,C85,DA6
  025    TILE 0x0235; PAL: F; (FL); Colors: 5 - 431,533,641,753,864
  026    TILE 0x0234; PAL: F; (FL); Colors: 5 - 111,431,533,641,753
  027    TILE 0x023C; PAL: F; (FL); Colors: 3 - 111,431,533
  028    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  029    TILE 0x02FE; PAL: E; (FL); Colors: 6 - 000,035,146,257,368,479
  030    TILE 0x02FD; PAL: E; (FL); Colors: 7 - 000,035,146,257,368,479,58A
  031    TILE 0x02FD; PAL: E;     ; Colors: 7 - 000,035,146,257,368,479,58A
  032    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  033    TILE 0x02FE; PAL: E; (FL); Colors: 6 - 000,035,146,257,368,479
  034    TILE 0x02FE; PAL: E;     ; Colors: 6 - 000,035,146,257,368,479
  035    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  036    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  037    TILE 0x023C; PAL: F;     ; Colors: 3 - 111,431,533
  038    TILE 0x023D; PAL: F;     ; Colors: 5 - 111,431,533,641,753
  039    TILE 0x023A; PAL: F;     ; Colors: 5 - 431,533,641,753,864
  040    TILE 0x023A; PAL: F; (FL); Colors: 5 - 431,533,641,753,864
  041    TILE 0x023D; PAL: F; (FL); Colors: 5 - 111,431,533,641,753
  042    TILE 0x023C; PAL: F; (FL); Colors: 3 - 111,431,533
  043    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  044    TILE 0x022C; PAL: E;     ; Colors: 1 - 000
  045    TILE 0x02EE; PAL: E; (FL); Colors: 5 - 000,035,146,257,368
  046    TILE 0x02ED; PAL: E; (FL); Colors: 8 - 000,035,146,257,368,479,58A,ABC
